"Path","File","Size","MediaType","Duration(seconds)" ,"Height","Width","BitsPerPixel","AudioBitRate","AudioChannels","AudioSampleRate"
"C:\DirListerTest\TestData\Blues\Albert King [1989] - King Of The Blues Guitar\","Albert King - King Of The Blues Guitar - 16 - I Love Lucy.mp3","4014895","Audio","168","","","","192","2","44100"
"C:\DirListerTest\TestData\Blues\Albert King [1989] - King Of The Blues Guitar\","Albert King - King Of The Blues Guitar - 17 - You're Gonna Need Me.mp3","4041862","Audio","169","","","","192","2","44100"
"C:\DirListerTest\TestData\Blues\Albert King [1989] - King Of The Blues Guitar\","Albert King - King Of The Blues Guitar - Back.jpg","491725","Image","","1352","1584","24","","",""
"C:\DirListerTest\TestData\Blues\Albert King [1989] - King Of The Blues Guitar\","Albert King - King Of The Blues Guitar - Front.jpg","481206","Image","","1379","1421","24","","",""
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 01 - Waters, Muddy - Louisianna Blues.mp3","2776129","Audio","174","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 02 - Hooker, John Lee - Ramblin' By Myself.mp3","3242571","Audio","203","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 03 - Waters, Muddy - They Call Me Muddy Waters.mp3","3283531","Audio","206","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 04 - Hooker, John Lee - Walkin' The Boogie.mp3","2652413","Audio","166","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 05 - Little Walter - Blues With A Feeling.mp3","3008096","Audio","189","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 06 - James, Elmore - Dust My Broom.mp3","2799918","Audio","176","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 07 - King, Albert - Bad Luck Blues.mp3","2909876","Audio","182","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 08 - James, Elmore - Whose Muddy Shoes.mp3","3205373","Audio","201","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 09 - Howlin' Wolf - Smokestack Lightnin'.mp3","2999737","Audio","188","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 10 - Lenoir, J.B. - I've Been Down For So Long.mp3","3163995","Audio","198","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 11 - Little Walter - Just You Fool.mp3","2333092","Audio","146","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 12 - Lenoir, J.B. - Mama What About Your Daughter.mp3","2378650","Audio","149","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 13 - Williamson, Sonny Boy - 99.mp3","4014542","Audio","251","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 1\","Blues History [1 of 4] - 14 - Guy, Buddy - The First Time I Met The Blues.mp3","2121605","Audio","133","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 01 - John Lee Hooker - One Bourbon, One Scotch, One Beer.mp3","2883962","Audio","181","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 02 - Big Bill Broonzy & Washboard Sam - Little City Woman.mp3","2762754","Audio","173","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 03 - Little Milton - Stormy Monday.mp3","4197608","Audio","263","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 04 - Koko Taylor - Wang Dang Doodle.mp3","2886470","Audio","181","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 05 - B. B. King - Recession Blues.mp3","2330584","Audio","146","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 06 - Howlin' Wolf - Goin' Down Slow.mp3","3263051","Audio","204","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 07 - Sonny Boy Williamson - Nine Below Zero.mp3","4116942","Audio","258","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 08 - Buddy Guy - When My Left Eye Jumps.mp3","2695463","Audio","169","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 09 - Muddy Waters - (I'm Your) Hoochie Coochie Man.mp3","2736841","Audio","172","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 10 - Lowell Fulson - Reconsider Baby.mp3","3056579","Audio","192","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 11 - Howlin' Wolf - Evil.mp3","2825030","Audio","177","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 12 - J.B. Lenoir - Eisenhower Blues.mp3","2745200","Audio","172","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 13 - Little Walter & His Night Cats - Juke.mp3","2614797","Audio","164","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 2\","Blues History {Part 1} [2 of 4] - 14 - Otis Rush - So Many Roads, So Many Trains.mp3","3053654","Audio","191","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","01 - Etta James - Etta James.mp3","2518622","Audio","158","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","02 - Memphis Slim - Mother Earth.mp3","2574628","Audio","161","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","03 - Howlin' Wolf - I Asked For Water.mp3","1857622","Audio","117","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","04 - Muddy Waters - Honey Bee.mp3","3277217","Audio","205","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","05 - Lowel Fulson - Loving You.mp3","2945776","Audio","185","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","06 - Big Bill Broonzy & Washboard Sam - Diggin' my potatois.mp3","2577136","Audio","162","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","07 - John Lee Hooker - Down At The Landing.mp3","2838778","Audio","178","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","08 - Sonny Boy Williamson - One Way Out.mp3","1943092","Audio","122","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","09 - Little Milton - Who's Cheating Who-.mp3","2883918","Audio","181","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","10 - Muddy Waters - Mannish Boy.mp3","2803670","Audio","176","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","11 - Buddy Guy - Broken Hearted Blues.mp3","3043160","Audio","191","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","12 - Otis Rush - I Can't Stop Baby.mp3","2161684","Audio","136","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","13 - Little Walter - My Babe.mp3","2616842","Audio","164","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 3\","14 - Elmore James - Madison Blues.mp3","2287072","Audio","143","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 01 - Williamson, John Lee Sonny Boy - Your Funeral My Trial.mp3","2430895","Audio","152","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 02 - Guy, Buddy - My Time After A While.mp3","3093360","Audio","194","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 03 - Broonzy & Washboard Sam, Big Bill - Jacqueline.mp3","2395368","Audio","150","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 04 - Waters, Muddy - I'm Ready.mp3","2944984","Audio","185","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 05 - Hooker, John Lee - In The Mood.mp3","2617304","Audio","164","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 06 - James, Etta & Fuqua - If I Can't Have You.mp3","2678744","Audio","168","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 07 - Howlin' Wolf - How Many More Years.mp3","2590555","Audio","162","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 08 - Guy, Buddy - Stone Crazy.mp3","7181837","Audio","449","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 09 - Waters, Muddy - Forty Days & Forty Nights.mp3","2771531","Audio","174","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 10 - Hooker, John Lee - Louise.mp3","2961285","Audio","186","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 11 - Williamson, John Lee Sonny Boy - Don't Start me to Talkin'.mp3","2506127","Audio","157","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 12 - Howlin' Wolf - Moanin' At Midnight.mp3","2820015","Audio","177","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 13 - Fulson, Lowell - Blue Shadows.mp3","2362768","Audio","148","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Blues History\CD 4\","Blues History [4 of 4] - 14 - Little Milton - We're Gonna Make It.mp3","2565059","Audio","161","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 01 - Fleetwood Mac Black Magic Woman.mp3","4275526","Audio","174","","","","197","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 02 - Gary Moore Still Got The Blues.mp3","6062767","Audio","253","","","","192","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 03 - The Animals The House Of The Rising Sun.mp3","4334371","Audio","271","","","","128","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 04 - John Lee Hooker Boom Boom.mp3","5641714","Audio","258","","","","175","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 05 - John Mayall & The Bluesbreakers Crawling Up A Hill.mp3","2228072","Audio","137","","","","130","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 06 - Stevie Ray Vaughan Pride And Joy.mp3","5072808","Audio","222","","","","183","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 07 - The Robert Cray Band Smoking Gun.mp3","6173822","Audio","247","","","","200","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 08 - Taj Mahal Six Days On The Road.mp3","4561157","Audio","182","","","","200","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 09 - The Allman Brothers Band Statesboro Blues (Live).mp3","6712328","Audio","256","","","","210","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 10 - Rory Gallagher Messin' With The Kid (Live).mp3","8954306","Audio","386","","","","185","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 11 - George Thorogood & The Destroyers Bad ToThe Bone.mp3","6325189","Audio","292","","","","173","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 12 - Juicy Lucy Who Do You Love.mp3","4200821","Audio","183","","","","184","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 13 - Dr Feelgood (Get Your Kicks On) Route 66 (Live).mp3","5105302","Audio","222","","","","184","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 14 - Free The Hunter (Live).mp3","7263192","Audio","310","","","","187","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 15 - Gary Moore & B.B. King Since I Met You Baby.mp3","3994779","Audio","173","","","","184","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 16 - Canned Heat Let's Work Together.mp3","4597719","Audio","168","","","","218","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 17 - Johnny Winter Rollin' And Tumblin'.mp3","4862145","Audio","193","","","","202","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 18 - Jeff Beck You Shook Me.mp3","3810377","Audio","153","","","","199","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 19 - Sonny Terry & Brownie McGhee Key To The Highway.mp3","4501958","Audio","208","","","","173","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 20 - Chicken Shack I'd Rather Go Blind.mp3","4638202","Audio","197","","","","188","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 1\","Blues Legends - CD 1 - 21 - Bonnie Raitt Love Me Like A Man (Live).mp3","7007313","Audio","306","","","","183","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 01 - B.B. King - The Thrill is Gone.mp3","7249240","Audio","304","","","","191","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 02 - Muddy Waters - (I'm your) Hoochie Coochie Man.mp3","2720531","Audio","173","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 03 - Howlin' Wolf - Smokestack Lightning.mp3","2988661","Audio","189","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 04 - Elmore James - Dust my blues.mp3","3030365","Audio","192","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 05 - Big Mamma Thornton Feat. Johnny Otis & His Orchestra - Hound Dog.mp3","2709382","Audio","172","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 06 - Etta James - I just want to make love to you.mp3","4233889","Audio","187","","","","181","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 07 - Tommy Tucker - Hi-Healed Sneakers.mp3","2713863","Audio","172","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 08 - Smiley Lewis - I Hear you knocking.mp3","2588867","Audio","164","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 09 - T-Bone Walker - Call it stormy monday (But Tuesday is just as bad).mp3","3117401","Audio","183","","","","136","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 10 - Nina Simone - Gin House Blues.mp3","3432268","Audio","183","","","","150","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 11 - Aaron Neville - Tell it like it is.mp3","2815235","Audio","161","","","","140","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 12 - Koko Taylor - Wang Dang Doodle.mp3","4651295","Audio","182","","","","205","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 13 - John Mayall's Bluesbreakers With Eric Clapton - All your love.mp3","5146719","Audio","215","","","","191","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 14 - Bobby 'Blue' Bland - Further on up the road.mp3","2825826","Audio","179","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 15 - Dale Hawkins - Susie Q.mp3","2258202","Audio","140","","","","129","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 16 - Slim Harpo - I'm a king bee.mp3","3049519","Audio","185","","","","131","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 17 - Chuck Berry - Down the road apiece.mp3","2166661","Audio","136","","","","127","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 18 - Bo Diddley - Bo Diddley.mp3","2367867","Audio","150","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 19 - Lowell Fulson - Reconsider baby.mp3","3054799","Audio","191","","","","127","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 20 - Buddy Guy - First time I met the blues.mp3","2295169","Audio","139","","","","132","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 21 - Otis Rush - So many roads, so many trains.mp3","3221735","Audio","193","","","","133","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 22 - Littel Walter - My Babe.mp3","2538411","Audio","160","","","","127","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 23 - Fats Domino - Blue Monday.mp3","2956446","Audio","138","","","","172","2","44100"
"C:\DirListerTest\TestData\Blues\Capital Gold - Blues Legends\CD 2\","Blues Legends - CD 2 - 24 - Shirley & Lee - Let the good times roll.mp3","2285296","Audio","145","","","","126","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charley Patton - Founder of the Delta Blues - 00 - booklet scans.zip","1097064"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 01 - Down The Dirt Road Blues.mp3","4965504","Audio","178","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 02 - Mississippi Bo Weavil Blues.mp3","5264658","Audio","189","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 03 - Screamin' And Hollerin' The Blues.mp3","5233938","Audio","187","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 04 - Stone Pony Blues.mp3","4844087","Audio","174","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 05 - It Won't Be Long.mp3","5724727","Audio","205","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 06 - Shake It And Break It.mp3","5344384","Audio","191","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 07 - Magnolia Blues.mp3","5378761","Audio","193","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 08 - Dry Well Blues.mp3","5635493","Audio","202","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 09 - High Water Everywhere Part 1.mp3","5278555","Audio","189","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 10 - High Water Everywhere Part 2.mp3","5255150","Audio","188","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 11 - Green River Blues.mp3","5331218","Audio","191","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 12 - Bird Nest Bound.mp3","5403630","Audio","194","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 13 - High Sheriff Blues.mp3","5389733","Audio","193","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 14 - A Spoonful Blues.mp3","5429230","Audio","194","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 15 - Moon Going Down.mp3","5541138","Audio","198","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 16 - Pony Blues.mp3","5078875","Audio","182","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 17 - Elder Green Blues.mp3","5127150","Audio","184","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 18 - Banty Rooster Blues.mp3","5167378","Audio","185","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 19 - Some Of These Days.mp3","5553573","Audio","199","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 20 - Tom Rushen Blues.mp3","5258807","Audio","188","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 21 - 34 Blues.mp3","5022555","Audio","180","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 22 - Going To Move To Alabama.mp3","5074487","Audio","182","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 23 - Hammer Blues.mp3","5482624","Audio","196","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 24 - Poor Me.mp3","5008658","Audio","179","","","","224","2","44100"
"C:\DirListerTest\TestData\Blues\Charlie Patton - Founder of the Delta Blues\","Charlie Patton - Founder of the Delta Blues - 25 - When Your Ways Get Dark.mp3","5231744","Audio","187","","","","224","2","44100"
